DZcode,DZname,LAcode,LAname,Population,Working_Age_Population
S01006912,Durno-Chapel of Garioch - 04,S12000034,Aberdeenshire,617,417
S01006913,Durno-Chapel of Garioch - 05,S12000034,Aberdeenshire,1209,772
S01006914,Durno-Chapel of Garioch - 06,S12000034,Aberdeenshire,720,477
S01006915,Durno-Chapel of Garioch - 07,S12000034,Aberdeenshire,849,554
S01006916,Kintore - 01,S12000034,Aberdeenshire,576,377
S01006917,Kintore - 02,S12000034,Aberdeenshire,1094,692
S01006918,Kintore - 03,S12000034,Aberdeenshire,493,305
S01006919,Kintore - 04,S12000034,Aberdeenshire,448,267
S01006920,Kintore - 05,S12000034,Aberdeenshire,464,276
S01006921,Kintore - 06,S12000034,Aberdeenshire,817,529
S01006922,Kintore - 07,S12000034,Aberdeenshire,685,410
S01006923,Kintore - 08,S12000034,Aberdeenshire,805,460
S01006924,Kintore - 09,S12000034,Aberdeenshire,567,376
S01006925,Blackburn - 01,S12000034,Aberdeenshire,461,277
S01006926,Blackburn - 02,S12000034,Aberdeenshire,766,508
S01006927,Blackburn - 03,S12000034,Aberdeenshire,1160,745
S01006928,Blackburn - 04,S12000034,Aberdeenshire,1030,715
S01006929,Westhill North and South - 01,S12000034,Aberdeenshire,829,558
S01006930,Westhill North and South - 02,S12000034,Aberdeenshire,854,553
S01006931,Westhill North and South - 03,S12000034,Aberdeenshire,395,263
S01006932,Westhill North and South - 04,S12000034,Aberdeenshire,1340,887
S01006933,Westhill North and South - 05,S12000034,Aberdeenshire,532,393
S01006934,Westhill North and South - 06,S12000034,Aberdeenshire,1093,664
S01006935,Westhill Central - 01,S12000034,Aberdeenshire,690,411
S01006936,Westhill Central - 02,S12000034,Aberdeenshire,570,333
S01006937,Westhill Central - 03,S12000034,Aberdeenshire,669,441
S01006938,Westhill Central - 04,S12000034,Aberdeenshire,502,306
S01006939,Westhill Central - 05,S12000034,Aberdeenshire,589,363
S01006940,Westhill Central - 06,S12000034,Aberdeenshire,868,574
S01006941,Garlogie and Elrick - 01,S12000034,Aberdeenshire,627,401
S01006942,Garlogie and Elrick - 02,S12000034,Aberdeenshire,1003,666
S01006943,Garlogie and Elrick - 03,S12000034,Aberdeenshire,666,448
S01006944,Garlogie and Elrick - 04,S12000034,Aberdeenshire,1213,813
S01006945,Garlogie and Elrick - 05,S12000034,Aberdeenshire,460,313
S01006946,Newmachar and Fintray - 01,S12000034,Aberdeenshire,743,492
S01006947,Newmachar and Fintray - 02,S12000034,Aberdeenshire,849,580
S01006948,Newmachar and Fintray - 03,S12000034,Aberdeenshire,853,484
S01006949,Newmachar and Fintray - 04,S12000034,Aberdeenshire,726,467
S01006950,Newmachar and Fintray - 05,S12000034,Aberdeenshire,630,414
S01006951,Newmachar and Fintray - 06,S12000034,Aberdeenshire,429,271
S01006952,Balmedie and Potterton - 01,S12000034,Aberdeenshire,813,531
S01006953,Balmedie and Potterton - 02,S12000034,Aberdeenshire,791,499
S01006954,Balmedie and Potterton - 03,S12000034,Aberdeenshire,820,513
S01006955,Balmedie and Potterton - 04,S12000034,Aberdeenshire,610,389
S01006956,Balmedie and Potterton - 05,S12000034,Aberdeenshire,1116,739
S01006957,Balmedie and Potterton - 06,S12000034,Aberdeenshire,1116,737
S01006958,Ellon East - 01,S12000034,Aberdeenshire,1270,748
S01006959,Ellon East - 02,S12000034,Aberdeenshire,698,402
S01006960,Ellon East - 03,S12000034,Aberdeenshire,1014,658
S01006961,Ellon East - 04,S12000034,Aberdeenshire,974,635
S01006962,Ellon East - 05,S12000034,Aberdeenshire,842,520
S01006963,Ellon East - 06,S12000034,Aberdeenshire,635,417
S01006964,Ellon East - 07,S12000034,Aberdeenshire,660,469
S01006965,Ellon West - 01,S12000034,Aberdeenshire,500,308
S01006966,Ellon West - 02,S12000034,Aberdeenshire,558,368
S01006967,Ellon West - 03,S12000034,Aberdeenshire,604,404
S01006968,Ellon West - 04,S12000034,Aberdeenshire,474,269
S01006969,Ellon West - 05,S12000034,Aberdeenshire,841,462
S01006970,Ellon West - 06,S12000034,Aberdeenshire,636,413
S01006971,Ellon West - 07,S12000034,Aberdeenshire,480,284
S01006972,Ythanside - 01,S12000034,Aberdeenshire,639,430
S01006973,Ythanside - 02,S12000034,Aberdeenshire,638,378
S01006974,Ythanside - 03,S12000034,Aberdeenshire,1015,649
S01006975,Ythanside - 04,S12000034,Aberdeenshire,994,681
S01006976,Ythanside - 05,S12000034,Aberdeenshire,453,287
S01006977,Ythanside - 06,S12000034,Aberdeenshire,807,545
S01006978,Ythsie - 01,S12000034,Aberdeenshire,914,572
S01006979,Ythsie - 02,S12000034,Aberdeenshire,968,586
S01006980,Ythsie - 03,S12000034,Aberdeenshire,894,589
S01006981,Ythsie - 04,S12000034,Aberdeenshire,751,508
S01006982,Ythsie - 05,S12000034,Aberdeenshire,875,562
S01006983,Ythsie - 06,S12000034,Aberdeenshire,750,479
S01006984,Ythsie - 07,S12000034,Aberdeenshire,874,588
S01006985,Barrahill - 01,S12000034,Aberdeenshire,929,567
S01006986,Barrahill - 02,S12000034,Aberdeenshire,676,429
S01006987,Barrahill - 03,S12000034,Aberdeenshire,693,416
S01006988,Barrahill - 04,S12000034,Aberdeenshire,653,430
S01006989,Barrahill - 05,S12000034,Aberdeenshire,1091,701
S01006990,Barrahill - 06,S12000034,Aberdeenshire,1020,665
S01006991,Fyvie-Rothie - 01,S12000034,Aberdeenshire,426,254
S01006992,Fyvie-Rothie - 02,S12000034,Aberdeenshire,596,377
S01006993,Fyvie-Rothie - 03,S12000034,Aberdeenshire,562,384
S01006994,Fyvie-Rothie - 04,S12000034,Aberdeenshire,568,388
S01006995,Fyvie-Rothie - 05,S12000034,Aberdeenshire,906,586
S01006996,Fyvie-Rothie - 06,S12000034,Aberdeenshire,870,559
S01006997,"Insch, Oyne and Ythanwells - 01",S12000034,Aberdeenshire,862,569
S01006998,"Insch, Oyne and Ythanwells - 02",S12000034,Aberdeenshire,1300,819
S01006999,"Insch, Oyne and Ythanwells - 03",S12000034,Aberdeenshire,827,541
S01007000,"Insch, Oyne and Ythanwells - 04",S12000034,Aberdeenshire,990,570
S01007001,"Insch, Oyne and Ythanwells - 05",S12000034,Aberdeenshire,1062,601
S01007002,Clashindarroch - 01,S12000034,Aberdeenshire,741,422
S01007003,Clashindarroch - 02,S12000034,Aberdeenshire,557,341
S01007004,Clashindarroch - 03,S12000034,Aberdeenshire,772,501
S01007005,Clashindarroch - 04,S12000034,Aberdeenshire,888,577
S01007006,Clashindarroch - 05,S12000034,Aberdeenshire,896,542
S01007007,Clashindarroch - 06,S12000034,Aberdeenshire,799,503
S01007008,Huntly - 01,S12000034,Aberdeenshire,1024,590
S01007009,Huntly - 02,S12000034,Aberdeenshire,1047,624
S01007010,Huntly - 03,S12000034,Aberdeenshire,775,391
S01007011,Huntly - 04,S12000034,Aberdeenshire,803,496
S01007012,Huntly - 05,S12000034,Aberdeenshire,682,393
S01007013,Auchterless and Monquhitter - 01,S12000034,Aberdeenshire,561,338
S01007014,Auchterless and Monquhitter - 02,S12000034,Aberdeenshire,1069,683
S01007015,Auchterless and Monquhitter - 03,S12000034,Aberdeenshire,668,437
S01007016,Auchterless and Monquhitter - 04,S12000034,Aberdeenshire,560,396
S01007017,Turriff - 01,S12000034,Aberdeenshire,948,568
S01007018,Turriff - 02,S12000034,Aberdeenshire,947,543
S01007019,Turriff - 03,S12000034,Aberdeenshire,674,414
S01007020,Turriff - 04,S12000034,Aberdeenshire,714,432
S01007021,Turriff - 05,S12000034,Aberdeenshire,800,466
S01007022,Turriff - 06,S12000034,Aberdeenshire,525,288
S01007023,"Portsoy, Fordyce and Cornhill - 01",S12000034,Aberdeenshire,456,282
S01007024,"Portsoy, Fordyce and Cornhill - 02",S12000034,Aberdeenshire,1001,602
S01007025,"Portsoy, Fordyce and Cornhill - 03",S12000034,Aberdeenshire,854,482
S01007026,"Portsoy, Fordyce and Cornhill - 04",S12000034,Aberdeenshire,902,503
S01007027,Aberchirder and Whitehills - 01,S12000034,Aberdeenshire,1025,573
S01007028,Aberchirder and Whitehills - 02,S12000034,Aberdeenshire,867,500
S01007029,Aberchirder and Whitehills - 03,S12000034,Aberdeenshire,530,326
S01007030,Aberchirder and Whitehills - 04,S12000034,Aberdeenshire,755,430
S01007031,Aberchirder and Whitehills - 05,S12000034,Aberdeenshire,633,374
S01007032,Banff - 01,S12000034,Aberdeenshire,982,606
S01007033,Banff - 02,S12000034,Aberdeenshire,718,453
S01007034,Banff - 03,S12000034,Aberdeenshire,603,383
S01007035,Banff - 04,S12000034,Aberdeenshire,814,490
S01007036,Banff - 05,S12000034,Aberdeenshire,962,540
S01007037,Macduff - 01,S12000034,Aberdeenshire,925,587
S01007038,Macduff - 02,S12000034,Aberdeenshire,686,452
S01007039,Macduff - 03,S12000034,Aberdeenshire,983,601
S01007040,Macduff - 04,S12000034,Aberdeenshire,602,368
S01007041,Macduff - 05,S12000034,Aberdeenshire,711,463
S01007042,Gardenstown and King Edward - 01,S12000034,Aberdeenshire,744,454
S01007043,Gardenstown and King Edward - 02,S12000034,Aberdeenshire,1013,618
S01007044,Gardenstown and King Edward - 03,S12000034,Aberdeenshire,570,336
S01007045,Gardenstown and King Edward - 04,S12000034,Aberdeenshire,800,479
S01007046,New Pitsligo - 01,S12000034,Aberdeenshire,573,369
S01007047,New Pitsligo - 02,S12000034,Aberdeenshire,647,413
S01007048,New Pitsligo - 03,S12000034,Aberdeenshire,850,558
S01007049,New Pitsligo - 04,S12000034,Aberdeenshire,958,570
S01007050,Deer and Mormond - 01,S12000034,Aberdeenshire,610,357
S01007051,Deer and Mormond - 02,S12000034,Aberdeenshire,797,507
S01007052,Deer and Mormond - 03,S12000034,Aberdeenshire,819,543
S01007053,Deer and Mormond - 04,S12000034,Aberdeenshire,552,341
S01007054,Deer and Mormond - 05,S12000034,Aberdeenshire,1009,616
S01007055,Deer and Mormond - 06,S12000034,Aberdeenshire,587,387
S01007056,Deer and Mormond - 07,S12000034,Aberdeenshire,666,440
S01007057,Mintlaw - 01,S12000034,Aberdeenshire,480,232
S01007058,Mintlaw - 02,S12000034,Aberdeenshire,579,296
S01007059,Mintlaw - 03,S12000034,Aberdeenshire,1007,608
S01007060,Mintlaw - 04,S12000034,Aberdeenshire,573,345
S01007061,Auchnagatt - 01,S12000034,Aberdeenshire,898,572
S01007062,Auchnagatt - 02,S12000034,Aberdeenshire,668,444
S01007063,Auchnagatt - 03,S12000034,Aberdeenshire,696,418
S01007064,Auchnagatt - 04,S12000034,Aberdeenshire,847,542
S01007065,Cruden - 01,S12000034,Aberdeenshire,537,321
S01007066,Cruden - 02,S12000034,Aberdeenshire,640,441
S01007067,Cruden - 03,S12000034,Aberdeenshire,501,306
S01007068,Cruden - 04,S12000034,Aberdeenshire,742,460
S01007069,Cruden - 05,S12000034,Aberdeenshire,797,509
S01007070,Cruden - 06,S12000034,Aberdeenshire,476,287
S01007071,Cruden - 07,S12000034,Aberdeenshire,807,536
S01007072,Peterhead Links - 01,S12000034,Aberdeenshire,621,420
S01007073,Peterhead Links - 02,S12000034,Aberdeenshire,1187,850
S01007074,Peterhead Links - 03,S12000034,Aberdeenshire,721,439
S01007075,Peterhead Links - 04,S12000034,Aberdeenshire,676,415
S01007076,Peterhead Links - 05,S12000034,Aberdeenshire,709,472
S01007077,Peterhead Links - 06,S12000034,Aberdeenshire,625,363
S01007078,Peterhead Bay - 01,S12000034,Aberdeenshire,809,459
S01007079,Peterhead Bay - 02,S12000034,Aberdeenshire,957,583
S01007080,Peterhead Bay - 03,S12000034,Aberdeenshire,746,442
S01007081,Peterhead Harbour - 01,S12000034,Aberdeenshire,933,613
S01007082,Peterhead Harbour - 02,S12000034,Aberdeenshire,500,330
S01007083,Peterhead Harbour - 03,S12000034,Aberdeenshire,933,586
S01007084,Peterhead Harbour - 04,S12000034,Aberdeenshire,635,338
S01007085,Peterhead Harbour - 05,S12000034,Aberdeenshire,750,513
S01007086,Peterhead Harbour - 06,S12000034,Aberdeenshire,1181,823
S01007087,Peterhead Harbour - 07,S12000034,Aberdeenshire,828,543
S01007088,Peterhead Harbour - 08,S12000034,Aberdeenshire,523,368
S01007089,Peterhead Ugieside - 01,S12000034,Aberdeenshire,518,304
S01007090,Peterhead Ugieside - 02,S12000034,Aberdeenshire,494,346
S01007091,Peterhead Ugieside - 03,S12000034,Aberdeenshire,846,590
S01007092,Peterhead Ugieside - 04,S12000034,Aberdeenshire,557,314
S01007093,Peterhead Ugieside - 05,S12000034,Aberdeenshire,993,598
S01007094,Peterhead Ugieside - 06,S12000034,Aberdeenshire,843,493
S01007095,Longside and Rattray - 01,S12000034,Aberdeenshire,551,381
S01007096,Longside and Rattray - 02,S12000034,Aberdeenshire,943,585
S01007097,Longside and Rattray - 03,S12000034,Aberdeenshire,1365,906
S01007098,Longside and Rattray - 04,S12000034,Aberdeenshire,1112,703
S01007099,Longside and Rattray - 05,S12000034,Aberdeenshire,895,597
S01007100,Longside and Rattray - 06,S12000034,Aberdeenshire,736,489
S01007101,Longside and Rattray - 07,S12000034,Aberdeenshire,872,518
S01007102,Longside and Rattray - 08,S12000034,Aberdeenshire,695,448
S01007103,Rosehearty and Strathbeg - 01,S12000034,Aberdeenshire,817,514
S01007104,Rosehearty and Strathbeg - 02,S12000034,Aberdeenshire,513,329
S01007105,Rosehearty and Strathbeg - 03,S12000034,Aberdeenshire,507,295
S01007106,Rosehearty and Strathbeg - 04,S12000034,Aberdeenshire,715,430
S01007107,Rosehearty and Strathbeg - 05,S12000034,Aberdeenshire,787,523
S01007108,Rosehearty and Strathbeg - 06,S12000034,Aberdeenshire,733,473
S01007109,Rosehearty and Strathbeg - 07,S12000034,Aberdeenshire,844,527
S01007110,Rosehearty and Strathbeg - 08,S12000034,Aberdeenshire,829,513
S01007111,Rosehearty and Strathbeg - 09,S12000034,Aberdeenshire,475,287
S01007112,Fraserburgh Smiddyhill - 01,S12000034,Aberdeenshire,533,285
S01007113,Fraserburgh Smiddyhill - 02,S12000034,Aberdeenshire,545,311
S01007114,Fraserburgh Smiddyhill - 03,S12000034,Aberdeenshire,845,484
S01007115,Fraserburgh Smiddyhill - 04,S12000034,Aberdeenshire,711,405
S01007116,Fraserburgh Smiddyhill - 05,S12000034,Aberdeenshire,1103,732
S01007117,Fraserburgh Smiddyhill - 06,S12000034,Aberdeenshire,434,267
S01007118,Fraserburgh Lochpots - 01,S12000034,Aberdeenshire,625,396
S01007119,Fraserburgh Lochpots - 02,S12000034,Aberdeenshire,726,452
S01007120,Fraserburgh Lochpots - 03,S12000034,Aberdeenshire,999,647
S01007121,Fraserburgh Central-Academy - 01,S12000034,Aberdeenshire,556,321
S01007122,Fraserburgh Central-Academy - 02,S12000034,Aberdeenshire,566,355
S01007123,Fraserburgh Central-Academy - 03,S12000034,Aberdeenshire,680,418
S01007124,Fraserburgh Central-Academy - 04,S12000034,Aberdeenshire,858,552
S01007125,Fraserburgh Harbour and Broadsea - 01,S12000034,Aberdeenshire,834,528
S01007126,Fraserburgh Harbour and Broadsea - 02,S12000034,Aberdeenshire,933,608
S01007127,Fraserburgh Harbour and Broadsea - 03,S12000034,Aberdeenshire,978,713
S01007128,Fraserburgh Harbour and Broadsea - 04,S12000034,Aberdeenshire,822,479
S01007129,South Angus - 01,S12000041,Angus,945,568
S01007130,South Angus - 02,S12000041,Angus,556,323
S01007131,South Angus - 03,S12000041,Angus,779,467
S01007132,South Angus - 04,S12000041,Angus,696,419
S01007133,South Angus - 05,S12000041,Angus,664,440
S01007134,South Angus - 06,S12000041,Angus,746,459
S01007135,South Angus - 07,S12000041,Angus,549,335
S01007136,South Angus - 08,S12000041,Angus,591,375
S01007137,Monikie - 01,S12000041,Angus,772,536
S01007138,Monikie - 02,S12000041,Angus,609,378
S01007139,Monikie - 03,S12000041,Angus,795,478
S01007140,Monikie - 04,S12000041,Angus,1146,656
S01007141,Monikie - 05,S12000041,Angus,691,441
S01007142,Monikie - 06,S12000041,Angus,665,407
S01007143,Monikie - 07,S12000041,Angus,699,436
S01007144,Monikie - 08,S12000041,Angus,873,503
S01007145,Monifieth West - 01,S12000041,Angus,863,435
S01007146,Monifieth West - 02,S12000041,Angus,743,415
S01007147,Monifieth West - 03,S12000041,Angus,679,380
S01007148,Monifieth West - 04,S12000041,Angus,514,312
S01007149,Monifieth East - 01,S12000041,Angus,536,281
S01007150,Monifieth East - 02,S12000041,Angus,741,299
S01007151,Monifieth East - 03,S12000041,Angus,944,593
S01007152,Monifieth East - 04,S12000041,Angus,555,293
S01007153,Monifieth East - 05,S12000041,Angus,634,348
S01007154,Monifieth East - 06,S12000041,Angus,749,390
S01007155,Monifieth East - 07,S12000041,Angus,603,321
S01007156,Carnoustie West - 01,S12000041,Angus,723,429
S01007157,Carnoustie West - 02,S12000041,Angus,570,349
S01007158,Carnoustie West - 03,S12000041,Angus,894,574
S01007159,Carnoustie West - 04,S12000041,Angus,967,597
S01007160,Carnoustie West - 05,S12000041,Angus,857,502
S01007161,Carnoustie West - 06,S12000041,Angus,758,414
S01007162,Carnoustie West - 07,S12000041,Angus,556,337
S01007163,Carnoustie East - 01,S12000041,Angus,906,498
S01007164,Carnoustie East - 02,S12000041,Angus,569,307
S01007165,Carnoustie East - 03,S12000041,Angus,884,487
S01007166,Carnoustie East - 04,S12000041,Angus,663,332
S01007167,Carnoustie East - 05,S12000041,Angus,786,459
S01007168,Carnoustie East - 06,S12000041,Angus,877,486
S01007169,Carnoustie East - 07,S12000041,Angus,729,443
S01007170,Arbroath Landward - 01,S12000041,Angus,648,407
S01007171,Arbroath Landward - 02,S12000041,Angus,1062,816
S01007172,Arbroath Landward - 03,S12000041,Angus,1070,632
S01007173,Arbroath Kirkton - 01,S12000041,Angus,857,555
S01007174,Arbroath Kirkton - 02,S12000041,Angus,946,600
S01007175,Arbroath Kirkton - 03,S12000041,Angus,634,355
S01007176,Arbroath Kirkton - 04,S12000041,Angus,633,384
S01007177,Arbroath Kirkton - 05,S12000041,Angus,620,381
S01007178,Arbroath Kirkton - 06,S12000041,Angus,1025,658
S01007179,Arbroath Kirkton - 07,S12000041,Angus,913,489
S01007180,Arbroath Keptie - 01,S12000041,Angus,728,395
S01007181,Arbroath Keptie - 02,S12000041,Angus,827,445
S01007182,Arbroath Keptie - 03,S12000041,Angus,986,584
S01007183,Arbroath Keptie - 04,S12000041,Angus,1078,669
S01007184,Arbroath Harbour - 01,S12000041,Angus,999,656
S01007185,Arbroath Harbour - 02,S12000041,Angus,876,519
S01007186,Arbroath Harbour - 03,S12000041,Angus,600,425
S01007187,Arbroath Harbour - 04,S12000041,Angus,841,551
S01007188,Arbroath Harbour - 05,S12000041,Angus,553,404
S01007189,Arbroath Harbour - 06,S12000041,Angus,864,475
S01007190,Arbroath Cliffburn - 01,S12000041,Angus,837,399
S01007191,Arbroath Cliffburn - 02,S12000041,Angus,554,343
S01007192,Arbroath Cliffburn - 03,S12000041,Angus,808,499
S01007193,Arbroath Cliffburn - 04,S12000041,Angus,736,467
S01007194,Arbroath Cliffburn - 05,S12000041,Angus,604,381
S01007195,Arbroath Cliffburn - 06,S12000041,Angus,556,328
S01007196,Arbroath Cliffburn - 07,S12000041,Angus,997,664
S01007197,Arbroath Warddykes - 01,S12000041,Angus,567,375
S01007198,Arbroath Warddykes - 02,S12000041,Angus,529,344
S01007199,Arbroath Warddykes - 03,S12000041,Angus,794,482
S01007200,Arbroath Warddykes - 04,S12000041,Angus,811,517
S01007201,Arbroath Warddykes - 05,S12000041,Angus,698,388
S01007202,Arbroath Warddykes - 06,S12000041,Angus,693,423
S01007203,Arbroath Warddykes - 07,S12000041,Angus,581,348
S01007204,Lunan - 01,S12000041,Angus,941,607
S01007205,Lunan - 02,S12000041,Angus,708,447
S01007206,Lunan - 03,S12000041,Angus,411,250
S01007207,Lunan - 04,S12000041,Angus,821,488
S01007208,Montrose South - 01,S12000041,Angus,982,685
S01007209,Montrose South - 02,S12000041,Angus,739,457
S01007210,Montrose South - 03,S12000041,Angus,706,442
S01007211,Montrose South - 04,S12000041,Angus,963,622
S01007212,Montrose South - 05,S12000041,Angus,529,337
S01007213,Montrose South - 06,S12000041,Angus,898,532
S01007214,Montrose South - 07,S12000041,Angus,729,483
S01007215,Montrose North - 01,S12000041,Angus,686,412
S01007216,Montrose North - 02,S12000041,Angus,809,493
